REF_AREA,REF_AREA_LABEL,INDICATOR_LABEL,TIME_PERIOD,OBS_VALUE,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,Column 1,Column 2
SWE,Sweden,GDP per capita (current US$),1960,2128.388844,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHE,Switzerland,GDP per capita (current US$),1960,1954.311321,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SYR,Syrian Arab Republic,GDP per capita (current US$),1960,183.5250697,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TZA,Tanzania,GDP per capita (current US$),1960,275.2960205,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
THA,Thailand,GDP per capita (current US$),1960,102.8145715,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TGO,Togo,GDP per capita (current US$),1960,102.2389856,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TTO,Trinidad and Tobago,GDP per capita (current US$),1960,633.9756084,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TUR,Turkiye,GDP per capita (current US$),1960,267.0912076,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
UGA,Uganda,GDP per capita (current US$),1960,55.37849761,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GBR,United Kingdom,GDP per capita (current US$),1960,1397.594803,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
USA,United States,GDP per capita (current US$),1960,3002.089295,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
URY,Uruguay,GDP per capita (current US$),1960,491.0317603,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
VEN,"Venezuela, RB",GDP per capita (current US$),1960,939.1977666,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ZMB,Zambia,GDP per capita (current US$),1960,221.5598489,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ZWE,Zimbabwe,GDP per capita (current US$),1960,276.4197841,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFE,Africa Eastern and Southern,GDP per capita (current US$),1961,186.9417814,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFW,Africa Western and Central,GDP per capita (current US$),1961,127.4541888,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARB,Arab World,GDP per capita (current US$),1961,212.8896634,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CSS,Caribbean small states,GDP per capita (current US$),1961,486.57113,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAR,Early-demographic dividend,GDP per capita (current US$),1961,158.3568814,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAS,East Asia & Pacific,GDP per capita (current US$),1961,151.7238599,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAP,East Asia & Pacific (excluding high income),GDP per capita (current US$),1961,79.55850823,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TEA,East Asia & Pacific (IDA & IBRD),GDP per capita (current US$),1961,80.55431401,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EMU,Euro area,GDP per capita (current US$),1961,1026.605406,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ECS,Europe & Central Asia,GDP per capita (current US$),1961,694.4275391,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EUU,European Union,GDP per capita (current US$),1961,877.7512585,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FCS,Fragile and conflict affected situations,GDP per capita (current US$),1961,142.3171459,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HPC,Heavily indebted poor countries (HIPC),GDP per capita (current US$),1961,133.9717146,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HIC,High income,GDP per capita (current US$),1961,1268.771776,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IBD,IBRD only,GDP per capita (current US$),1961,161.8498575,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IBT,IDA & IBRD total,GDP per capita (current US$),1961,154.2638422,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDB,IDA blend,GDP per capita (current US$),1961,104.2700209,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDX,IDA only,GDP per capita (current US$),1961,120.8672024,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDA,IDA total,GDP per capita (current US$),1961,112.693024,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LTE,Late-demographic dividend,GDP per capita (current US$),1961,155.8088335,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LCN,Latin America & Caribbean,GDP per capita (current US$),1961,389.5116288,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LAC,Latin America & Caribbean (excluding high income),GDP per capita (current US$),1961,344.8498904,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TLA,Latin America & Caribbean (IDA & IBRD),GDP per capita (current US$),1961,383.1213373,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LDC,Least developed countries: UN classification,GDP per capita (current US$),1961,117.137585,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LMY,Low & middle income,GDP per capita (current US$),1961,127.4565881,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LMC,Lower middle income,GDP per capita (current US$),1961,108.5747169,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MEA,Middle East and North Africa,GDP per capita (current US$),1961,191.1969782,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MNA,Middle East & North Africa (excluding high income),GDP per capita (current US$),1961,146.9720073,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TMN,Middle East & North Africa (IDA & IBRD),GDP per capita (current US$),1961,145.8170652,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MIC,Middle income,GDP per capita (current US$),1961,129.0713903,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
NAC,North America,GDP per capita (current US$),1961,2988.812671,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
OED,OECD members,GDP per capita (current US$),1961,1379.679072,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PST,Post-demographic dividend,GDP per capita (current US$),1961,1443.415396,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PRE,Pre-demographic dividend,GDP per capita (current US$),1961,130.6726791,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SAS,South Asia,GDP per capita (current US$),1961,88.53744014,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TSA,South Asia (IDA & IBRD),GDP per capita (current US$),1961,88.53744014,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SSF,Sub-Saharan Africa,GDP per capita (current US$),1961,160.8922012,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SSA,Sub-Saharan Africa (excluding high income),GDP per capita (current US$),1961,169.3403399,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TSS,Sub-Saharan Africa (IDA & IBRD),GDP per capita (current US$),1961,160.8922012,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
UMC,Upper middle income,GDP per capita (current US$),1961,143.6067659,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
WLD,World,GDP per capita (current US$),1961,471.5197973,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DZA,Algeria,GDP per capita (current US$),1961,209.3706727,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARG,Argentina,GDP per capita (current US$),1961,971.3380433,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AUS,Australia,GDP per capita (current US$),1961,1877.707064,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AUT,Austria,GDP per capita (current US$),1961,1036.728204,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BHS,"Bahamas, The",GDP per capita (current US$),1961,1555.046608,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BGD,Bangladesh,GDP per capita (current US$),1961,90.36857863,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRB,Barbados,GDP per capita (current US$),1961,366.1354991,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BEL,Belgium,GDP per capita (current US$),1961,1367.788852,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BLZ,Belize,GDP per capita (current US$),1961,320.0294767,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BEN,Benin,GDP per capita (current US$),1961,92.08584813,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BMU,Bermuda,GDP per capita (current US$),1961,1773.995316,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BOL,Bolivia,GDP per capita (current US$),1961,107.4434777,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BWA,Botswana,GDP per capita (current US$),1961,62.32240069,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRA,Brazil,GDP per capita (current US$),1961,231.5640633,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BFA,Burkina Faso,GDP per capita (current US$),1961,72.24237871,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BDI,Burundi,GDP per capita (current US$),1961,71.60192994,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CMR,Cameroon,GDP per capita (current US$),1961,124.5931656,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CAN,Canada,GDP per capita (current US$),1961,2246.083566,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CAF,Central African Republic,GDP per capita (current US$),1961,70.98812592,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TCD,Chad,GDP per capita (current US$),1961,107.3203805,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHL,Chile,GDP per capita (current US$),1961,594.4363062,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHN,China,GDP per capita (current US$),1961,75.96550111,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COL,Colombia,GDP per capita (current US$),1961,282.0994405,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COD,"Congo (the Democratic Republic of the)",GDP per capita (current US$),1961,197.0803952,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COG,"Congo, Rep.",GDP per capita (current US$),1961,139.8720744,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CRI,Costa Rica,GDP per capita (current US$),1961,355.8444479,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CIV,Cote d'Ivoire,GDP per capita (current US$),1961,162.2627644,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DNK,Denmark,GDP per capita (current US$),1961,1530.53779,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DOM,Dominican Republic,GDP per capita (current US$),1961,193.9089888,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ECU,Ecuador,GDP per capita (current US$),1961,371.3951765,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EGY,"Egypt, Arab Rep.",GDP per capita (current US$),1961,162.8416442,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SWZ,Eswatini,GDP per capita (current US$),1961,121.7957188,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ETH,Ethiopia,GDP per capita (current US$),1961,76.73019664,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FJI,Fiji,GDP per capita (current US$),1961,280.2733667,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FIN,Finland,GDP per capita (current US$),1961,1341.499006,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FRA,France,GDP per capita (current US$),1961,1394.535571,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
